trans_id,member_id,store_id,trans_date
02-07-2022_10:48:20_1928_1,1928,1,2022-07-02
02-07-2022_21:08:03_1684_1,1684,1,2022-07-02
02-07-2022_23:20:24_1372_1,1372,1,2022-07-02
03-07-2022_01:55:39_1371_1,1371,1,2022-07-03
03-07-2022_03:18:17_1865_2,1865,2,2022-07-03
03-07-2022_18:30:17_1310_3,1310,3,2022-07-03
03-07-2022_14:12:10_1898_3,1898,3,2022-07-03
03-07-2022_17:22:04_1625_2,1625,2,2022-07-03
03-07-2022_09:19:11_1761_1,1761,1,2022-07-03
03-07-2022_09:17:16_1792_1,1792,1,2022-07-03
03-07-2022_21:05:12_1520_2,1520,2,2022-07-03
03-07-2022_20:58:32_1413_3,1413,3,2022-07-03
03-07-2022_08:19:44_1335_2,1335,2,2022-07-03
03-07-2022_04:32:59_1100_3,1100,3,2022-07-03
03-07-2022_04:12:10_1620_1,1620,1,2022-07-03
03-07-2022_01:19:04_1087_2,1087,2,2022-07-03
03-07-2022_04:58:11_1372_2,1372,2,2022-07-03
03-07-2022_09:32:54_1795_2,1795,2,2022-07-03
03-07-2022_17:35:14_1402_1,1402,1,2022-07-03
03-07-2022_21:41:08_1331_2,1331,2,2022-07-03
03-07-2022_23:47:09_1884_3,1884,3,2022-07-03
03-07-2022_23:39:01_1100_3,1100,3,2022-07-03
03-07-2022_06:33:36_1886_1,1886,1,2022-07-03
03-07-2022_10:26:28_1414_2,1414,2,2022-07-03
03-07-2022_12:44:05_1232_3,1232,3,2022-07-03
03-07-2022_22:14:44_1406_1,1406,1,2022-07-03
03-07-2022_19:24:08_1973_3,1973,3,2022-07-03
03-07-2022_14:56:44_1385_1,1385,1,2022-07-03
03-07-2022_23:43:08_1580_3,1580,3,2022-07-03
03-07-2022_21:36:28_1487_3,1487,3,2022-07-03
03-07-2022_23:54:18_1487_2,1487,2,2022-07-03
03-07-2022_20:35:45_1422_2,1422,2,2022-07-03
03-07-2022_20:29:06_1207_3,1207,3,2022-07-03
03-07-2022_21:14:08_1030_1,1030,1,2022-07-03
03-07-2022_20:52:39_1684_1,1684,1,2022-07-03
03-07-2022_17:54:14_1298_3,1298,3,2022-07-03
03-07-2022_10:36:55_1487_2,1487,2,2022-07-03
03-07-2022_09:14:02_1134_3,1134,3,2022-07-03
04-07-2022_01:33:31_1765_1,1765,1,2022-07-04
04-07-2022_06:36:30_1506_3,1506,3,2022-07-04
04-07-2022_06:19:48_1368_1,1368,1,2022-07-04
04-07-2022_21:08:56_1406_3,1406,3,2022-07-04
04-07-2022_03:26:43_1367_1,1367,1,2022-07-04
04-07-2022_04:42:52_1884_3,1884,3,2022-07-04
04-07-2022_19:16:24_1333_3,1333,3,2022-07-04
04-07-2022_14:53:18_1250_1,1250,1,2022-07-04
04-07-2022_19:12:25_1898_2,1898,2,2022-07-04
04-07-2022_01:01:10_1706_1,1706,1,2022-07-04
04-07-2022_22:40:53_1101_3,1101,3,2022-07-04
04-07-2022_19:03:45_1101_1,1101,1,2022-07-04
04-07-2022_20:41:52_1406_2,1406,2,2022-07-04
04-07-2022_04:44:55_1636_2,1636,2,2022-07-04
04-07-2022_01:56:54_1454_3,1454,3,2022-07-04
04-07-2022_17:49:04_1761_1,1761,1,2022-07-04
04-07-2022_11:28:08_1506_2,1506,2,2022-07-04
04-07-2022_03:41:37_1385_1,1385,1,2022-07-04
04-07-2022_09:27:38_1368_1,1368,1,2022-07-04
04-07-2022_16:17:43_1568_2,1568,2,2022-07-04
04-07-2022_06:08:06_1881_2,1881,2,2022-07-04
04-07-2022_21:02:24_1460_3,1460,3,2022-07-04
04-07-2022_09:01:17_1222_2,1222,2,2022-07-04
04-07-2022_13:14:39_1580_1,1580,1,2022-07-04
04-07-2022_04:03:04_1307_2,1307,2,2022-07-04
05-07-2022_05:16:06_1620_2,1620,2,2022-07-05
05-07-2022_19:01:55_1923_3,1923,3,2022-07-05
05-07-2022_22:07:53_1997_3,1997,3,2022-07-05
05-07-2022_17:29:09_1292_2,1292,2,2022-07-05
05-07-2022_09:50:20_1636_2,1636,2,2022-07-05
05-07-2022_11:56:24_1385_2,1385,2,2022-07-05
05-07-2022_15:20:52_1992_1,1992,1,2022-07-05
05-07-2022_13:52:20_1031_3,1031,3,2022-07-05
05-07-2022_15:44:21_1595_1,1595,1,2022-07-05
05-07-2022_15:44:25_1251_3,1251,3,2022-07-05
05-07-2022_09:34:32_1413_2,1413,2,2022-07-05
05-07-2022_01:20:28_1222_3,1222,3,2022-07-05
05-07-2022_23:27:47_1232_3,1232,3,2022-07-05
05-07-2022_05:07:10_1061_2,1061,2,2022-07-05
05-07-2022_01:35:01_1795_1,1795,1,2022-07-05
05-07-2022_21:56:49_1925_1,1925,1,2022-07-05
05-07-2022_09:32:34_1549_3,1549,3,2022-07-05
05-07-2022_13:24:05_1706_1,1706,1,2022-07-05
05-07-2022_17:21:51_1134_2,1134,2,2022-07-05
05-07-2022_17:17:50_1030_1,1030,1,2022-07-05
05-07-2022_02:18:26_1884_1,1884,1,2022-07-05
05-07-2022_08:49:41_1568_3,1568,3,2022-07-05
05-07-2022_01:17:57_1402_1,1402,1,2022-07-05
05-07-2022_06:45:39_1881_1,1881,1,2022-07-05
05-07-2022_11:57:15_1164_3,1164,3,2022-07-05
05-07-2022_10:15:06_1620_3,1620,3,2022-07-05
05-07-2022_08:19:11_1333_1,1333,1,2022-07-05
05-07-2022_06:23:31_1620_3,1620,3,2022-07-05
05-07-2022_06:45:43_1422_2,1422,2,2022-07-05
05-07-2022_07:57:31_1972_3,1972,3,2022-07-05
06-07-2022_11:33:48_1460_2,1460,2,2022-07-06
06-07-2022_04:22:50_1967_1,1967,1,2022-07-06
06-07-2022_17:52:13_1506_2,1506,2,2022-07-06
06-07-2022_05:43:01_1277_3,1277,3,2022-07-06
06-07-2022_22:45:17_1134_2,1134,2,2022-07-06
06-07-2022_04:20:53_1134_3,1134,3,2022-07-06
06-07-2022_01:12:31_1307_1,1307,1,2022-07-06
06-07-2022_19:54:08_1010_1,1010,1,2022-07-06
06-07-2022_20:56:17_1625_1,1625,1,2022-07-06
06-07-2022_21:54:42_1251_2,1251,2,2022-07-06
06-07-2022_13:02:44_1272_2,1272,2,2022-07-06
06-07-2022_16:09:06_1142_1,1142,1,2022-07-06
06-07-2022_22:52:41_1549_2,1549,2,2022-07-06
06-07-2022_23:11:22_1884_1,1884,1,2022-07-06
06-07-2022_14:19:17_1294_3,1294,3,2022-07-06
06-07-2022_23:32:18_1650_1,1650,1,2022-07-06
06-07-2022_11:31:22_1414_3,1414,3,2022-07-06
06-07-2022_10:02:31_1761_1,1761,1,2022-07-06
06-07-2022_10:10:38_member_id_1,member_id,1,2022-07-06
06-07-2022_08:49:32_1164_3,1164,3,2022-07-06
07-07-2022_17:06:43_1331_3,1331,3,2022-07-07
07-07-2022_13:22:37_1406_2,1406,2,2022-07-07
07-07-2022_06:21:26_1856_3,1856,3,2022-07-07
07-07-2022_09:47:34_1074_2,1074,2,2022-07-07
07-07-2022_21:28:48_1222_3,1222,3,2022-07-07
07-07-2022_04:26:52_1194_2,1194,2,2022-07-07
07-07-2022_11:30:30_1489_1,1489,1,2022-07-07
07-07-2022_22:43:27_1881_1,1881,1,2022-07-07
07-07-2022_08:54:33_1706_3,1706,3,2022-07-07
07-07-2022_16:30:43_1366_1,1366,1,2022-07-07
07-07-2022_17:07:27_1422_2,1422,2,2022-07-07
07-07-2022_05:07:28_1414_2,1414,2,2022-07-07
07-07-2022_15:33:07_1798_3,1798,3,2022-07-07
07-07-2022_10:35:03_1884_3,1884,3,2022-07-07
07-07-2022_04:19:13_1513_1,1513,1,2022-07-07
08-07-2022_11:59:04_1234_2,1234,2,2022-07-08
08-07-2022_04:49:46_1625_3,1625,3,2022-07-08
08-07-2022_12:46:08_1452_3,1452,3,2022-07-08
08-07-2022_13:24:15_1992_3,1992,3,2022-07-08
08-07-2022_12:19:01_1660_3,1660,3,2022-07-08
08-07-2022_07:43:05_1413_2,1413,2,2022-07-08
08-07-2022_17:28:14_1792_2,1792,2,2022-07-08
08-07-2022_06:41:42_1372_1,1372,1,2022-07-08
08-07-2022_18:58:50_1625_1,1625,1,2022-07-08
08-07-2022_10:12:52_1684_2,1684,2,2022-07-08
08-07-2022_16:57:10_1310_1,1310,1,2022-07-08
08-07-2022_20:47:19_1336_1,1336,1,2022-07-08
08-07-2022_15:10:08_1013_1,1013,1,2022-07-08
08-07-2022_01:57:42_1967_1,1967,1,2022-07-08
08-07-2022_05:16:09_1307_3,1307,3,2022-07-08
08-07-2022_09:26:26_1625_2,1625,2,2022-07-08
08-07-2022_20:29:33_1372_3,1372,3,2022-07-08
08-07-2022_08:12:53_1798_2,1798,2,2022-07-08
08-07-2022_07:48:13_1509_3,1509,3,2022-07-08
08-07-2022_18:21:01_1277_3,1277,3,2022-07-08
08-07-2022_04:11:15_1967_3,1967,3,2022-07-08
08-07-2022_20:43:54_1513_3,1513,3,2022-07-08
08-07-2022_21:54:01_1580_3,1580,3,2022-07-08
08-07-2022_16:55:30_1414_3,1414,3,2022-07-08
08-07-2022_03:23:47_1992_3,1992,3,2022-07-08
08-07-2022_02:29:47_1100_3,1100,3,2022-07-08
08-07-2022_06:19:27_1520_1,1520,1,2022-07-08
09-07-2022_09:01:37_1251_2,1251,2,2022-07-09
09-07-2022_02:20:15_1675_2,1675,2,2022-07-09
09-07-2022_01:41:43_1100_3,1100,3,2022-07-09
09-07-2022_11:54:12_1413_1,1413,1,2022-07-09
09-07-2022_15:37:37_1292_1,1292,1,2022-07-09
09-07-2022_05:27:06_1942_3,1942,3,2022-07-09
09-07-2022_18:03:25_1250_2,1250,2,2022-07-09
09-07-2022_10:38:43_1165_2,1165,2,2022-07-09
09-07-2022_19:56:19_1413_3,1413,3,2022-07-09
09-07-2022_13:05:35_1454_1,1454,1,2022-07-09
09-07-2022_06:33:33_1234_1,1234,1,2022-07-09
09-07-2022_08:22:36_1100_3,1100,3,2022-07-09
09-07-2022_05:16:12_1335_3,1335,3,2022-07-09
09-07-2022_16:03:55_1292_1,1292,1,2022-07-09
09-07-2022_09:30:36_1721_3,1721,3,2022-07-09
09-07-2022_01:02:07_1234_3,1234,3,2022-07-09
09-07-2022_08:18:23_1013_2,1013,2,2022-07-09
09-07-2022_12:42:06_1134_2,1134,2,2022-07-09
09-07-2022_04:56:15_1967_3,1967,3,2022-07-09
09-07-2022_01:11:20_1134_2,1134,2,2022-07-09
09-07-2022_21:25:21_1549_2,1549,2,2022-07-09
09-07-2022_22:31:08_1580_1,1580,1,2022-07-09
09-07-2022_16:38:12_1142_1,1142,1,2022-07-09
09-07-2022_04:32:32_1250_1,1250,1,2022-07-09
09-07-2022_07:29:52_1589_2,1589,2,2022-07-09
09-07-2022_06:10:42_1298_2,1298,2,2022-07-09
09-07-2022_20:29:13_1372_1,1372,1,2022-07-09
09-07-2022_03:35:28_1967_1,1967,1,2022-07-09
09-07-2022_13:05:18_1886_3,1886,3,2022-07-09
09-07-2022_04:09:57_1589_3,1589,3,2022-07-09
09-07-2022_17:57:41_1568_1,1568,1,2022-07-09
09-07-2022_03:26:44_1675_2,1675,2,2022-07-09
09-07-2022_13:48:52_1454_2,1454,2,2022-07-09
10-07-2022_08:25:25_1660_3,1660,3,2022-07-10
10-07-2022_16:12:03_member_id_3,member_id,3,2022-07-10
10-07-2022_13:07:16_1925_2,1925,2,2022-07-10
10-07-2022_21:09:33_1165_1,1165,1,2022-07-10
10-07-2022_17:12:59_1087_2,1087,2,2022-07-10
10-07-2022_11:51:38_1568_3,1568,3,2022-07-10
10-07-2022_17:48:15_1697_3,1697,3,2022-07-10
10-07-2022_01:03:39_1660_1,1660,1,2022-07-10
10-07-2022_16:03:54_1636_3,1636,3,2022-07-10
10-07-2022_09:30:33_1298_1,1298,1,2022-07-10
10-07-2022_23:26:53_1282_1,1282,1,2022-07-10
10-07-2022_13:45:27_1294_3,1294,3,2022-07-10
10-07-2022_05:04:09_1010_1,1010,1,2022-07-10
10-07-2022_13:07:53_1100_3,1100,3,2022-07-10
10-07-2022_14:44:26_1898_3,1898,3,2022-07-10
10-07-2022_12:20:52_1367_3,1367,3,2022-07-10
10-07-2022_20:07:12_1371_1,1371,1,2022-07-10
10-07-2022_08:03:35_1361_2,1361,2,2022-07-10
10-07-2022_15:50:32_1013_1,1013,1,2022-07-10
10-07-2022_16:40:11_1675_1,1675,1,2022-07-10
10-07-2022_19:47:55_1925_3,1925,3,2022-07-10
10-07-2022_23:30:59_1620_3,1620,3,2022-07-10
10-07-2022_12:42:27_1886_3,1886,3,2022-07-10
10-07-2022_21:37:35_1294_2,1294,2,2022-07-10
10-07-2022_03:21:39_1142_3,1142,3,2022-07-10
10-07-2022_06:13:29_1522_3,1522,3,2022-07-10
10-07-2022_22:55:46_1660_3,1660,3,2022-07-10
10-07-2022_02:41:41_1013_3,1013,3,2022-07-10
10-07-2022_13:27:28_1371_3,1371,3,2022-07-10
10-07-2022_05:54:18_1795_1,1795,1,2022-07-10
10-07-2022_01:50:10_1650_1,1650,1,2022-07-10
10-07-2022_23:34:13_1856_3,1856,3,2022-07-10
10-07-2022_23:56:14_1368_1,1368,1,2022-07-10
11-07-2022_12:40:15_1761_2,1761,2,2022-07-11
11-07-2022_11:16:58_1031_2,1031,2,2022-07-11
11-07-2022_14:51:17_1992_1,1992,1,2022-07-11
11-07-2022_16:15:51_1636_2,1636,2,2022-07-11
11-07-2022_05:59:49_1294_1,1294,1,2022-07-11
11-07-2022_07:49:08_1272_3,1272,3,2022-07-11
11-07-2022_15:11:09_1706_1,1706,1,2022-07-11
11-07-2022_20:46:38_1282_2,1282,2,2022-07-11
11-07-2022_12:13:29_1506_3,1506,3,2022-07-11
11-07-2022_15:23:26_1234_2,1234,2,2022-07-11
11-07-2022_13:44:44_1489_2,1489,2,2022-07-11
11-07-2022_17:05:25_1307_3,1307,3,2022-07-11
11-07-2022_22:53:12_1798_2,1798,2,2022-07-11
11-07-2022_03:32:44_1085_1,1085,1,2022-07-11
11-07-2022_17:13:47_1232_1,1232,1,2022-07-11
11-07-2022_20:40:29_1272_1,1272,1,2022-07-11
11-07-2022_11:06:36_1085_3,1085,3,2022-07-11
11-07-2022_18:20:33_1101_2,1101,2,2022-07-11
11-07-2022_07:46:18_1454_2,1454,2,2022-07-11
11-07-2022_21:33:15_1856_1,1856,1,2022-07-11
11-07-2022_05:56:09_1335_3,1335,3,2022-07-11
11-07-2022_10:59:12_1992_2,1992,2,2022-07-11
11-07-2022_08:31:13_1795_2,1795,2,2022-07-11
11-07-2022_01:06:27_1684_3,1684,3,2022-07-11
11-07-2022_04:33:05_1333_2,1333,2,2022-07-11
12-07-2022_06:33:10_1307_1,1307,1,2022-07-12
12-07-2022_01:06:04_1675_2,1675,2,2022-07-12
12-07-2022_06:03:10_1928_2,1928,2,2022-07-12
12-07-2022_15:43:48_1942_2,1942,2,2022-07-12
12-07-2022_12:26:07_1570_2,1570,2,2022-07-12
12-07-2022_02:20:16_1620_3,1620,3,2022-07-12
12-07-2022_09:52:04_1625_1,1625,1,2022-07-12
12-07-2022_12:05:01_1452_2,1452,2,2022-07-12
12-07-2022_11:43:50_1367_3,1367,3,2022-07-12
12-07-2022_01:10:56_1923_3,1923,3,2022-07-12
12-07-2022_09:46:43_1307_3,1307,3,2022-07-12
12-07-2022_08:06:58_1200_2,1200,2,2022-07-12
12-07-2022_05:26:16_1549_1,1549,1,2022-07-12
12-07-2022_14:09:49_1660_2,1660,2,2022-07-12
12-07-2022_13:54:52_1406_2,1406,2,2022-07-12
12-07-2022_22:22:44_1900_1,1900,1,2022-07-12
12-07-2022_15:48:32_1549_1,1549,1,2022-07-12
12-07-2022_22:31:10_1282_3,1282,3,2022-07-12
12-07-2022_11:05:32_1721_1,1721,1,2022-07-12
12-07-2022_17:21:13_1310_1,1310,1,2022-07-12
12-07-2022_15:26:57_1513_2,1513,2,2022-07-12
12-07-2022_15:06:36_1165_3,1165,3,2022-07-12
12-07-2022_14:55:05_1684_1,1684,1,2022-07-12
12-07-2022_21:33:58_1865_1,1865,1,2022-07-12
12-07-2022_14:52:53_1992_1,1992,1,2022-07-12
12-07-2022_19:31:56_1881_2,1881,2,2022-07-12
13-07-2022_14:12:33_1992_2,1992,2,2022-07-13
13-07-2022_13:44:31_1289_2,1289,2,2022-07-13
13-07-2022_22:02:14_1402_2,1402,2,2022-07-13
13-07-2022_03:59:08_1292_1,1292,1,2022-07-13
13-07-2022_18:18:40_1684_2,1684,2,2022-07-13
13-07-2022_21:44:04_1580_3,1580,3,2022-07-13
13-07-2022_02:12:27_1100_2,1100,2,2022-07-13
13-07-2022_08:26:05_1684_2,1684,2,2022-07-13
13-07-2022_23:37:51_1164_1,1164,1,2022-07-13
13-07-2022_07:54:31_1251_1,1251,1,2022-07-13
13-07-2022_08:09:43_1675_3,1675,3,2022-07-13
13-07-2022_10:43:51_1520_3,1520,3,2022-07-13
13-07-2022_05:33:54_1100_3,1100,3,2022-07-13
13-07-2022_10:57:08_1460_3,1460,3,2022-07-13
13-07-2022_20:48:41_1973_1,1973,1,2022-07-13
13-07-2022_22:41:07_1333_2,1333,2,2022-07-13
13-07-2022_17:55:32_1795_2,1795,2,2022-07-13
13-07-2022_16:41:09_1886_2,1886,2,2022-07-13
13-07-2022_03:54:19_1331_3,1331,3,2022-07-13
13-07-2022_22:04:24_1292_1,1292,1,2022-07-13
13-07-2022_01:32:55_1570_1,1570,1,2022-07-13
13-07-2022_13:53:36_1570_2,1570,2,2022-07-13
13-07-2022_18:27:50_1292_1,1292,1,2022-07-13
13-07-2022_09:43:12_1684_1,1684,1,2022-07-13
13-07-2022_14:17:28_1595_2,1595,2,2022-07-13
13-07-2022_11:57:56_1406_2,1406,2,2022-07-13
13-07-2022_21:41:07_1886_1,1886,1,2022-07-13
13-07-2022_22:29:55_1886_2,1886,2,2022-07-13
13-07-2022_06:38:09_1413_3,1413,3,2022-07-13
13-07-2022_08:03:04_1513_2,1513,2,2022-07-13
13-07-2022_15:29:27_1194_2,1194,2,2022-07-13
13-07-2022_08:49:23_1706_1,1706,1,2022-07-13
13-07-2022_12:09:37_1013_1,1013,1,2022-07-13
13-07-2022_10:48:39_1580_3,1580,3,2022-07-13
13-07-2022_21:38:11_1371_2,1371,2,2022-07-13
13-07-2022_11:35:43_1511_1,1511,1,2022-07-13
14-07-2022_11:08:13_1898_1,1898,1,2022-07-14
14-07-2022_22:42:46_1509_2,1509,2,2022-07-14
14-07-2022_10:22:41_1346_3,1346,3,2022-07-14
14-07-2022_05:13:45_1406_3,1406,3,2022-07-14
14-07-2022_06:17:20_1074_2,1074,2,2022-07-14
14-07-2022_02:13:39_1595_2,1595,2,2022-07-14
14-07-2022_23:55:32_1898_3,1898,3,2022-07-14
14-07-2022_18:56:27_1900_2,1900,2,2022-07-14
14-07-2022_10:06:06_1346_1,1346,1,2022-07-14
14-07-2022_10:28:15_1636_1,1636,1,2022-07-14
14-07-2022_12:28:06_1100_1,1100,1,2022-07-14
14-07-2022_07:49:23_1886_2,1886,2,2022-07-14
14-07-2022_19:57:20_1511_2,1511,2,2022-07-14
14-07-2022_23:11:57_1134_2,1134,2,2022-07-14
14-07-2022_20:10:07_1030_2,1030,2,2022-07-14
14-07-2022_02:21:32_1100_1,1100,1,2022-07-14
14-07-2022_23:43:52_1992_1,1992,1,2022-07-14
14-07-2022_08:37:04_1973_3,1973,3,2022-07-14
14-07-2022_14:52:14_1292_1,1292,1,2022-07-14
14-07-2022_03:46:28_1489_3,1489,3,2022-07-14
14-07-2022_17:06:07_1675_3,1675,3,2022-07-14
15-07-2022_19:51:53_1292_1,1292,1,2022-07-15
15-07-2022_13:29:01_1272_3,1272,3,2022-07-15
15-07-2022_01:54:09_1798_2,1798,2,2022-07-15
15-07-2022_02:05:16_1701_3,1701,3,2022-07-15
15-07-2022_16:29:40_1282_1,1282,1,2022-07-15
15-07-2022_12:09:32_1881_3,1881,3,2022-07-15
15-07-2022_02:53:50_1792_2,1792,2,2022-07-15
15-07-2022_08:56:17_1900_3,1900,3,2022-07-15
15-07-2022_14:08:45_1856_1,1856,1,2022-07-15
15-07-2022_01:37:57_1972_2,1972,2,2022-07-15
15-07-2022_03:45:59_1385_3,1385,3,2022-07-15
15-07-2022_06:42:53_1452_2,1452,2,2022-07-15
15-07-2022_21:51:29_1336_1,1336,1,2022-07-15
15-07-2022_13:01:49_1335_1,1335,1,2022-07-15
15-07-2022_23:11:17_1282_3,1282,3,2022-07-15
15-07-2022_02:23:08_1509_1,1509,1,2022-07-15
15-07-2022_05:47:15_1346_2,1346,2,2022-07-15
15-07-2022_22:52:20_1721_3,1721,3,2022-07-15
15-07-2022_14:42:59_1798_3,1798,3,2022-07-15
15-07-2022_23:51:52_1675_3,1675,3,2022-07-15
15-07-2022_07:04:06_1589_2,1589,2,2022-07-15
15-07-2022_16:18:36_1101_2,1101,2,2022-07-15
15-07-2022_14:12:33_1522_2,1522,2,2022-07-15
15-07-2022_18:39:23_1697_3,1697,3,2022-07-15
16-07-2022_05:16:09_1385_3,1385,3,2022-07-16
16-07-2022_10:19:37_1660_2,1660,2,2022-07-16
16-07-2022_05:58:10_1509_1,1509,1,2022-07-16
16-07-2022_13:38:52_1371_3,1371,3,2022-07-16
16-07-2022_13:18:43_1925_2,1925,2,2022-07-16
16-07-2022_23:03:03_1925_3,1925,3,2022-07-16
16-07-2022_14:24:52_1511_2,1511,2,2022-07-16
16-07-2022_03:43:32_1031_2,1031,2,2022-07-16
16-07-2022_01:38:28_1549_3,1549,3,2022-07-16
16-07-2022_17:44:48_1513_3,1513,3,2022-07-16
16-07-2022_03:46:26_1580_1,1580,1,2022-07-16
16-07-2022_22:41:30_1620_1,1620,1,2022-07-16
16-07-2022_08:47:32_1972_2,1972,2,2022-07-16
16-07-2022_21:59:21_1886_1,1886,1,2022-07-16
16-07-2022_04:07:24_1595_1,1595,1,2022-07-16
16-07-2022_07:51:40_1660_3,1660,3,2022-07-16
16-07-2022_01:26:07_1207_3,1207,3,2022-07-16
16-07-2022_18:24:50_1372_2,1372,2,2022-07-16
16-07-2022_04:01:45_1134_3,1134,3,2022-07-16
16-07-2022_16:40:35_1856_2,1856,2,2022-07-16
16-07-2022_19:40:03_1336_2,1336,2,2022-07-16
16-07-2022_09:10:47_1232_1,1232,1,2022-07-16
16-07-2022_16:57:42_1570_3,1570,3,2022-07-16
16-07-2022_07:22:15_1134_1,1134,1,2022-07-16
16-07-2022_04:41:37_1336_3,1336,3,2022-07-16
16-07-2022_03:29:25_1511_3,1511,3,2022-07-16
16-07-2022_06:14:24_1368_1,1368,1,2022-07-16
16-07-2022_15:43:10_1973_3,1973,3,2022-07-16
16-07-2022_16:31:23_1792_2,1792,2,2022-07-16
16-07-2022_15:02:12_1509_1,1509,1,2022-07-16
16-07-2022_01:51:15_1207_1,1207,1,2022-07-16
16-07-2022_05:57:09_1520_2,1520,2,2022-07-16
16-07-2022_05:10:51_1509_2,1509,2,2022-07-16
16-07-2022_16:20:35_1856_1,1856,1,2022-07-16
16-07-2022_04:23:32_1331_1,1331,1,2022-07-16
16-07-2022_23:43:06_1580_3,1580,3,2022-07-16
16-07-2022_12:54:59_1765_1,1765,1,2022-07-16
16-07-2022_22:10:22_1061_1,1061,1,2022-07-16
17-07-2022_15:34:50_1925_2,1925,2,2022-07-17
17-07-2022_08:47:10_1031_2,1031,2,2022-07-17
17-07-2022_23:26:28_1164_3,1164,3,2022-07-17
17-07-2022_20:24:28_1973_1,1973,1,2022-07-17
17-07-2022_01:23:59_1087_1,1087,1,2022-07-17
17-07-2022_22:15:14_1513_2,1513,2,2022-07-17
17-07-2022_18:13:36_1307_1,1307,1,2022-07-17
17-07-2022_19:08:36_1855_3,1855,3,2022-07-17
17-07-2022_22:16:42_1406_1,1406,1,2022-07-17
17-07-2022_09:49:08_1406_3,1406,3,2022-07-17
17-07-2022_07:32:08_1366_2,1366,2,2022-07-17
17-07-2022_14:59:28_1282_2,1282,2,2022-07-17
17-07-2022_12:49:15_1336_2,1336,2,2022-07-17
17-07-2022_02:11:41_1620_2,1620,2,2022-07-17
17-07-2022_16:38:52_1194_1,1194,1,2022-07-17
17-07-2022_07:18:50_1074_2,1074,2,2022-07-17
17-07-2022_21:40:44_1207_2,1207,2,2022-07-17
17-07-2022_22:18:01_1010_2,1010,2,2022-07-17
17-07-2022_17:34:52_1100_1,1100,1,2022-07-17
17-07-2022_21:18:52_1367_1,1367,1,2022-07-17
17-07-2022_02:50:39_1310_1,1310,1,2022-07-17
17-07-2022_16:57:36_1134_1,1134,1,2022-07-17
18-07-2022_21:51:19_1406_3,1406,3,2022-07-18
18-07-2022_09:18:48_1074_3,1074,3,2022-07-18
18-07-2022_01:06:42_1298_2,1298,2,2022-07-18
18-07-2022_12:52:13_1898_3,1898,3,2022-07-18
18-07-2022_03:26:18_1856_2,1856,2,2022-07-18
18-07-2022_17:22:49_1366_2,1366,2,2022-07-18
18-07-2022_04:57:40_1101_2,1101,2,2022-07-18
18-07-2022_06:01:50_1460_3,1460,3,2022-07-18
18-07-2022_02:15:48_1898_2,1898,2,2022-07-18
18-07-2022_16:21:46_1650_1,1650,1,2022-07-18
18-07-2022_14:51:46_1031_3,1031,3,2022-07-18
18-07-2022_09:33:14_1385_3,1385,3,2022-07-18
18-07-2022_22:27:16_1333_3,1333,3,2022-07-18
18-07-2022_04:47:41_1923_3,1923,3,2022-07-18
18-07-2022_22:41:01_1856_3,1856,3,2022-07-18
18-07-2022_12:58:20_1942_3,1942,3,2022-07-18
18-07-2022_05:29:06_1520_1,1520,1,2022-07-18
18-07-2022_17:22:44_1087_3,1087,3,2022-07-18
18-07-2022_02:28:54_1513_3,1513,3,2022-07-18
18-07-2022_16:40:52_1540_2,1540,2,2022-07-18
18-07-2022_17:17:35_1361_1,1361,1,2022-07-18
18-07-2022_22:59:08_1292_1,1292,1,2022-07-18
18-07-2022_04:46:16_1165_1,1165,1,2022-07-18
18-07-2022_17:46:30_1452_3,1452,3,2022-07-18
18-07-2022_10:01:12_1272_3,1272,3,2022-07-18
18-07-2022_17:31:20_1509_1,1509,1,2022-07-18
18-07-2022_15:02:05_1307_3,1307,3,2022-07-18
18-07-2022_14:12:59_1272_1,1272,1,2022-07-18
18-07-2022_11:38:31_1406_2,1406,2,2022-07-18
18-07-2022_07:17:46_1865_3,1865,3,2022-07-18
18-07-2022_11:36:56_1194_2,1194,2,2022-07-18
18-07-2022_04:17:49_1250_1,1250,1,2022-07-18
18-07-2022_15:31:49_1697_2,1697,2,2022-07-18
18-07-2022_06:23:59_1333_3,1333,3,2022-07-18
18-07-2022_01:11:55_1884_1,1884,1,2022-07-18
18-07-2022_17:04:21_1207_1,1207,1,2022-07-18
18-07-2022_23:12:06_1540_2,1540,2,2022-07-18
18-07-2022_19:05:51_1595_3,1595,3,2022-07-18
18-07-2022_02:21:24_1414_2,1414,2,2022-07-18
18-07-2022_05:19:49_1701_2,1701,2,2022-07-18
19-07-2022_04:26:52_1886_2,1886,2,2022-07-19
19-07-2022_17:03:58_1298_3,1298,3,2022-07-19
19-07-2022_21:32:05_1620_1,1620,1,2022-07-19
19-07-2022_22:19:38_1333_3,1333,3,2022-07-19
19-07-2022_06:47:11_1222_3,1222,3,2022-07-19
19-07-2022_18:44:17_1164_3,1164,3,2022-07-19
19-07-2022_02:13:45_member_id_1,member_id,1,2022-07-19
19-07-2022_09:10:26_1385_2,1385,2,2022-07-19
19-07-2022_22:23:33_1413_1,1413,1,2022-07-19
19-07-2022_07:26:22_1511_3,1511,3,2022-07-19
19-07-2022_09:37:09_1925_3,1925,3,2022-07-19
19-07-2022_08:16:22_1460_3,1460,3,2022-07-19
