member_id,membership,reward_discount,member_discount,added_prime_discount
1003,gold,5%,10%,-
1003,gold,5%,10%,-
1003,gold,-,10%,-
1003,gold,-,10%,-
1003,gold,5%,10%,-
1003,gold,-,10%,-
1003,gold,-,10%,-
1003,gold,-,10%,-
1003,gold,-,10%,-
1003,gold,-,10%,-
1003,gold,5%,10%,-
1003,gold,5%,10%,-
1003,gold,10%,10%,-
1003,gold,5%,10%,-
1003,gold,10%,10%,-
1003,gold,10%,10%,-
1003,gold,5%,10%,-
1003,gold,5%,10%,-
1003,gold,10%,10%,-
1003,gold,10%,10%,-
1003,gold,5%,10%,-
1003,gold,10%,10%,-
1003,gold,10%,10%,-
1003,gold,5%,10%,-
1003,gold,10%,10%,-
1003,gold,15%,10%,-
1003,gold,10%,10%,-
1003,gold,15%,10%,-
1003,gold,5%,10%,-
1003,gold,10%,10%,-
1003,gold,5%,10%,-
1003,gold,10%,10%,-
1003,gold,5%,10%,-
1003,gold,10%,10%,-
1003,gold,5%,10%,-
1003,gold,5%,10%,-
1003,gold,5%,10%,-
1003,gold,-,10%,-
1003,gold,5%,10%,-
1003,gold,10%,10%,-
1003,gold,-,10%,-
1003,gold,10%,10%,-
1003,gold,5%,10%,-
1003,gold,5%,10%,-
1003,gold,5%,10%,-
1003,gold,10%,10%,-
1003,gold,5%,10%,-
1003,gold,10%,10%,-
1003,gold,5%,10%,-
1003,gold,5%,10%,-
1003,gold,5%,10%,-
1003,gold,5%,10%,-
1003,gold,10%,10%,-
1003,gold,5%,10%,-
1003,gold,5%,10%,-
1004,gold,-,10%,-
1004,gold,10%,10%,-
1004,gold,-,10%,-
1004,gold,5%,10%,-
1004,gold,5%,10%,-
1004,gold,10%,10%,-
1004,gold,5%,10%,-
1004,gold,5%,10%,-
1004,gold,5%,10%,-
1004,gold,5%,10%,-
1004,gold,15%,10%,-
1004,gold,5%,10%,-
1004,gold,-,10%,-
1004,gold,5%,10%,-
1004,gold,5%,10%,-
1004,gold,-,10%,-
1004,gold,-,10%,-
1004,gold,5%,10%,-
1004,gold,5%,10%,-
1004,gold,5%,10%,-
1004,gold,10%,10%,-
1004,gold,5%,10%,-
1004,gold,-,10%,-
1004,gold,5%,10%,-
1004,gold,5%,10%,-
1004,gold,5%,10%,-
1004,gold,5%,10%,-
1004,gold,-,10%,-
1004,gold,10%,10%,-
1004,gold,5%,10%,-
1004,gold,5%,10%,-
1004,gold,10%,10%,-
1004,gold,5%,10%,-
1004,gold,10%,10%,-
1004,gold,5%,10%,-
1004,gold,5%,10%,-
1004,gold,5%,10%,-
1004,gold,5%,10%,-
1004,gold,10%,10%,-
1004,gold,-,10%,-
1004,gold,-,10%,-
1004,gold,5%,10%,-
1004,gold,5%,10%,-
1004,gold,10%,10%,-
1004,gold,5%,10%,-
1004,gold,5%,10%,-
1004,gold,5%,10%,-
1004,gold,5%,10%,-
1004,gold,-,10%,-
1004,gold,5%,10%,-
1004,gold,10%,10%,-
1004,gold,-,10%,-
1004,gold,10%,10%,-
1004,gold,-,10%,-
1004,gold,5%,10%,-
1004,gold,-,10%,-
1004,gold,5%,10%,-
1004,gold,5%,10%,-
1004,gold,5%,10%,-
1004,gold,-,10%,-
1004,gold,-,10%,-
1004,gold,-,10%,-
1004,gold,5%,10%,-
1004,gold,10%,10%,-
1004,gold,5%,10%,-
1004,gold,5%,10%,-
1004,gold,-,10%,-
1004,gold,-,10%,-
1004,gold,5%,10%,-
1004,gold,-,10%,-
1004,gold,5%,10%,-
1004,gold,-,10%,-
1004,gold,5%,10%,-
1004,gold,5%,10%,-
1004,gold,5%,10%,-
1004,gold,-,10%,-
1004,gold,5%,10%,-
1004,gold,-,10%,-
1004,gold,5%,10%,-
1004,gold,5%,10%,-
1004,gold,-,10%,-
1004,gold,-,10%,-
1004,gold,5%,10%,-
1004,gold,-,10%,-
1004,gold,-,10%,-
1004,gold,5%,10%,-
1004,gold,-,10%,-
1004,gold,-,10%,-
1004,gold,-,10%,-
1004,gold,-,10%,-
1004,gold,-,10%,-
1004,gold,-,10%,-
1004,gold,-,10%,-
1004,gold,-,10%,-
1004,gold,5%,10%,-
1004,gold,-,10%,-
1004,gold,-,10%,-
1004,gold,-,10%,-
1004,gold,-,10%,-
1004,gold,-,10%,-
1005,gold,-,10%,-
1005,gold,-,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,-,10%,-
1005,gold,-,10%,-
1005,gold,-,10%,-
1005,gold,-,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,10%,10%,-
1005,gold,-,10%,-
1005,gold,5%,10%,-
1005,gold,-,10%,-
1005,gold,-,10%,-
1005,gold,-,10%,-
1005,gold,-,10%,-
1005,gold,-,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,-,10%,-
1005,gold,-,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,-,10%,-
1005,gold,-,10%,-
1005,gold,-,10%,-
1005,gold,-,10%,-
1005,gold,-,10%,-
1005,gold,-,10%,-
1005,gold,5%,10%,-
1005,gold,-,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,-,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,10%,10%,-
1005,gold,10%,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,-,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,-,10%,-
1005,gold,-,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,10%,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,15%,10%,-
1005,gold,10%,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,-,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,-,10%,-
1005,gold,5%,10%,-
1005,gold,10%,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,10%,10%,-
1005,gold,5%,10%,-
1005,gold,-,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,-,10%,-
1005,gold,5%,10%,-
1005,gold,-,10%,-
1005,gold,-,10%,-
1005,gold,-,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,-,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1005,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,10%,10%,-
1006,gold,10%,10%,-
1006,gold,5%,10%,-
1006,gold,10%,10%,-
1006,gold,10%,10%,-
1006,gold,-,10%,-
1006,gold,15%,10%,-
1006,gold,10%,10%,-
1006,gold,-,10%,-
1006,gold,10%,10%,-
1006,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,15%,10%,-
1006,gold,5%,10%,-
1006,gold,-,10%,-
1006,gold,10%,10%,-
1006,gold,10%,10%,-
1006,gold,5%,10%,-
1006,gold,10%,10%,-
1006,gold,15%,10%,-
1006,gold,10%,10%,-
1006,gold,-,10%,-
1006,gold,-,10%,-
1006,gold,-,10%,-
1006,gold,-,10%,-
1006,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,-,10%,-
1006,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,-,10%,-
1006,gold,5%,10%,-
1006,gold,10%,10%,-
1006,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,-,10%,-
1006,gold,-,10%,-
1006,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,10%,10%,-
1006,gold,10%,10%,-
1006,gold,-,10%,-
1006,gold,5%,10%,-
1006,gold,10%,10%,-
1006,gold,5%,10%,-
1006,gold,-,10%,-
1006,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,-,10%,-
1006,gold,-,10%,-
1006,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,-,10%,-
1006,gold,-,10%,-
1006,gold,-,10%,-
1006,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,-,10%,-
1006,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,5%,10%,-
1006,gold,10%,10%,-
1006,gold,-,10%,-
1006,gold,-,10%,-
1006,gold,-,10%,-
1006,gold,5%,10%,-
1006,gold,-,10%,-
1006,gold,-,10%,-
1006,gold,-,10%,-
1006,gold,-,10%,-
1006,gold,-,10%,-
1006,gold,-,10%,-
1006,gold,-,10%,-
1006,gold,-,10%,-
1006,gold,5%,10%,-
1006,gold,-,10%,-
1006,gold,-,10%,-
1006,gold,-,10%,-
1007,silver,-,5%,-
1007,silver,5%,5%,-
1007,silver,-,5%,-
1007,silver,-,5%,-
1007,silver,-,5%,-
1007,silver,-,5%,-
1007,silver,-,5%,-
1007,silver,5%,5%,-
1007,silver,5%,5%,-
1007,silver,-,5%,-
1007,silver,-,5%,-
1007,silver,5%,5%,-
1007,silver,5%,5%,-
1007,silver,10%,5%,-
1007,silver,5%,5%,-
1007,silver,10%,5%,-
1007,silver,-,5%,-
1007,silver,5%,5%,-
1007,silver,5%,5%,-
1007,silver,-,5%,-
1007,silver,5%,5%,-
1007,silver,-,5%,-
1007,silver,5%,5%,-
1007,silver,-,5%,-
1007,silver,-,5%,-
1007,silver,-,5%,-
1007,silver,5%,5%,-
1007,silver,5%,5%,-
1007,silver,-,5%,-
1007,silver,-,5%,-
1007,silver,5%,5%,-
1007,silver,5%,5%,-
1007,silver,-,5%,-
1007,silver,-,5%,-
1007,silver,-,5%,-
1007,silver,5%,5%,-
1007,silver,5%,5%,-
1007,silver,-,5%,-
1007,silver,-,5%,-
1007,silver,5%,5%,-
1007,silver,5%,5%,-
1007,silver,-,5%,-
1007,silver,-,5%,-
1007,silver,-,5%,-
1007,silver,-,5%,-
1007,silver,-,5%,-
1007,silver,-,5%,-
1007,silver,-,5%,-
1007,silver,-,5%,-
1007,silver,-,5%,-
1007,silver,-,5%,-
1007,silver,5%,5%,-
1007,silver,5%,5%,-
1007,silver,10%,5%,-
1007,silver,5%,5%,-
1007,silver,-,5%,-
1007,silver,5%,5%,-
1007,silver,5%,5%,-
1007,silver,-,5%,-
1007,silver,5%,5%,-
1007,silver,5%,5%,-
1007,silver,-,5%,-
1007,silver,5%,5%,-
1007,silver,10%,5%,-
1007,silver,-,5%,-
1007,silver,5%,5%,-
1007,silver,10%,5%,-
1007,silver,5%,5%,-
1007,silver,10%,5%,-
1007,silver,5%,5%,-
1007,silver,-,5%,-
1007,silver,5%,5%,-
1007,silver,15%,5%,-
1007,silver,10%,5%,-
1007,silver,5%,5%,-
1007,silver,10%,5%,-
1007,silver,-,5%,-
1007,silver,-,5%,-
1007,silver,5%,5%,-
1007,silver,5%,5%,-
1007,silver,-,5%,-
1007,silver,5%,5%,-
1007,silver,-,5%,-
1007,silver,10%,5%,-
1007,silver,-,5%,-
1007,silver,-,5%,-
1007,silver,-,5%,-
1007,silver,-,5%,-
1007,silver,5%,5%,-
1007,silver,-,5%,-
1007,silver,5%,5%,-
1007,silver,10%,5%,-
1007,silver,5%,5%,-
1007,silver,10%,5%,-
1007,silver,5%,5%,-
1007,silver,5%,5%,-
1007,silver,10%,5%,-
1007,silver,-,5%,-
1008,gold,-,10%,-
1008,gold,5%,10%,-
1008,gold,5%,10%,-
1008,gold,10%,10%,-
1008,gold,-,10%,-
1008,gold,10%,10%,-
1008,gold,5%,10%,-
1008,gold,15%,10%,-
1008,gold,-,10%,-
1008,gold,5%,10%,-
1008,gold,-,10%,-
1008,gold,5%,10%,-
1008,gold,10%,10%,-
1008,gold,10%,10%,-
1008,gold,-,10%,-
1008,gold,10%,10%,-
1008,gold,5%,10%,-
1008,gold,-,10%,-
1008,gold,10%,10%,-
1008,gold,5%,10%,-
1008,gold,10%,10%,-
1008,gold,5%,10%,-
1008,gold,5%,10%,-
1008,gold,5%,10%,-
1008,gold,5%,10%,-
1008,gold,-,10%,-
1008,gold,-,10%,-
1008,gold,10%,10%,-
1008,gold,10%,10%,-
1008,gold,5%,10%,-
1008,gold,5%,10%,-
1008,gold,5%,10%,-
1008,gold,5%,10%,-
1008,gold,10%,10%,-
1008,gold,5%,10%,-
1008,gold,5%,10%,-
1008,gold,5%,10%,-
1008,gold,5%,10%,-
1008,gold,5%,10%,-
1008,gold,10%,10%,-
1008,gold,-,10%,-
1008,gold,5%,10%,-
1008,gold,10%,10%,-
1008,gold,-,10%,-
1008,gold,10%,10%,-
1008,gold,-,10%,-
1008,gold,5%,10%,-
1008,gold,5%,10%,-
1008,gold,-,10%,-
1008,gold,5%,10%,-
1008,gold,10%,10%,-
1008,gold,10%,10%,-
1008,gold,15%,10%,-
1008,gold,-,10%,-
1008,gold,5%,10%,-
1008,gold,10%,10%,-
1008,gold,5%,10%,-
1008,gold,5%,10%,-
1008,gold,5%,10%,-
1008,gold,-,10%,-
1008,gold,5%,10%,-
1008,gold,-,10%,-
1008,gold,5%,10%,-
1008,gold,5%,10%,-
1008,gold,-,10%,-
1008,gold,5%,10%,-
1008,gold,-,10%,-
1008,gold,5%,10%,-
1008,gold,-,10%,-
1008,gold,10%,10%,-
1008,gold,5%,10%,-
1008,gold,5%,10%,-
1008,gold,-,10%,-
1008,gold,-,10%,-
1008,gold,5%,10%,-
1008,gold,5%,10%,-
1008,gold,5%,10%,-
1008,gold,5%,10%,-
1008,gold,5%,10%,-
1008,gold,-,10%,-
1008,gold,-,10%,-
1008,gold,10%,10%,-
1008,gold,10%,10%,-
1008,gold,5%,10%,-
1008,gold,-,10%,-
1008,gold,10%,10%,-
1008,gold,5%,10%,-
1008,gold,5%,10%,-
1008,gold,-,10%,-
1008,gold,5%,10%,-
1008,gold,5%,10%,-
1008,gold,-,10%,-
1008,gold,5%,10%,-
1008,gold,5%,10%,-
1008,gold,-,10%,-
1008,gold,-,10%,-
1008,gold,5%,10%,-
1008,gold,5%,10%,-
1008,gold,-,10%,-
1008,gold,-,10%,-
1009,gold,-,10%,-
1009,gold,5%,10%,-
1009,gold,10%,10%,-
1009,gold,5%,10%,-
1009,gold,5%,10%,-
1009,gold,5%,10%,-
1009,gold,-,10%,-
1009,gold,5%,10%,-
1009,gold,5%,10%,-
1009,gold,5%,10%,-
1009,gold,5%,10%,-
1009,gold,5%,10%,-
1009,gold,5%,10%,-
1009,gold,5%,10%,-
1009,gold,-,10%,-
1009,gold,10%,10%,-
1009,gold,-,10%,-
1009,gold,10%,10%,-
1009,gold,5%,10%,-
1009,gold,10%,10%,-
1009,gold,10%,10%,-
1009,gold,5%,10%,-
1009,gold,10%,10%,-
1009,gold,5%,10%,-
1009,gold,10%,10%,-
1009,gold,5%,10%,-
1009,gold,5%,10%,-
1009,gold,5%,10%,-
1009,gold,5%,10%,-
1009,gold,10%,10%,-
1009,gold,10%,10%,-
1009,gold,10%,10%,-
1009,gold,5%,10%,-
1009,gold,5%,10%,-
1009,gold,-,10%,-
1009,gold,15%,10%,-
1009,gold,5%,10%,-
1009,gold,-,10%,-
1009,gold,-,10%,-
1009,gold,5%,10%,-
1009,gold,10%,10%,-
1009,gold,5%,10%,-
1009,gold,-,10%,-
1009,gold,5%,10%,-
1009,gold,5%,10%,-
1009,gold,-,10%,-
1009,gold,-,10%,-
1009,gold,-,10%,-
1009,gold,-,10%,-
1009,gold,10%,10%,-
1009,gold,5%,10%,-
1009,gold,10%,10%,-
1009,gold,10%,10%,-
1009,gold,10%,10%,-
1009,gold,10%,10%,-
1009,gold,5%,10%,-
1009,gold,5%,10%,-
1009,gold,5%,10%,-
1009,gold,5%,10%,-
1009,gold,5%,10%,-
1009,gold,5%,10%,-
1009,gold,-,10%,-
1009,gold,10%,10%,-
1009,gold,5%,10%,-
1009,gold,5%,10%,-
1009,gold,5%,10%,-
1009,gold,10%,10%,-
1009,gold,10%,10%,-
1009,gold,5%,10%,-
1009,gold,5%,10%,-
1009,gold,5%,10%,-
1009,gold,15%,10%,-
1009,gold,-,10%,-
1009,gold,5%,10%,-
1009,gold,10%,10%,-
1009,gold,10%,10%,-
1009,gold,5%,10%,-
1009,gold,10%,10%,-
1009,gold,5%,10%,-
1009,gold,10%,10%,-
1009,gold,5%,10%,-
1009,gold,15%,10%,-
1009,gold,5%,10%,-
1009,gold,-,10%,-
1009,gold,5%,10%,-
1009,gold,-,10%,-
1009,gold,5%,10%,-
1009,gold,10%,10%,-
1009,gold,-,10%,-
1009,gold,5%,10%,-
1009,gold,5%,10%,-
1009,gold,-,10%,-
1009,gold,10%,10%,-
1009,gold,10%,10%,-
1009,gold,5%,10%,-
1009,gold,-,10%,-
1009,gold,15%,10%,-
1009,gold,10%,10%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,10%,5%,-
1010,silver,10%,5%,-
1010,silver,10%,5%,-
1010,silver,-,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,10%,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,10%,5%,-
1010,silver,10%,5%,-
1010,silver,10%,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,10%,5%,-
1010,silver,5%,5%,-
1010,silver,-,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,10%,5%,-
1010,silver,10%,5%,-
1010,silver,10%,5%,-
1010,silver,5%,5%,-
1010,silver,10%,5%,-
1010,silver,10%,5%,-
1010,silver,5%,5%,-
1010,silver,10%,5%,-
1010,silver,15%,5%,-
1010,silver,10%,5%,-
1010,silver,10%,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,-,5%,-
1010,silver,15%,5%,-
1010,silver,10%,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,10%,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,10%,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,-,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,-,5%,-
1010,silver,10%,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,10%,5%,-
1010,silver,10%,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,10%,5%,-
1010,silver,5%,5%,-
1010,silver,-,5%,-
1010,silver,5%,5%,-
1010,silver,10%,5%,-
1010,silver,5%,5%,-
1010,silver,10%,5%,-
1010,silver,-,5%,-
1010,silver,10%,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,-,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,-,5%,-
1010,silver,-,5%,-
1010,silver,-,5%,-
1010,silver,-,5%,-
1010,silver,-,5%,-
1010,silver,-,5%,-
1010,silver,-,5%,-
1010,silver,-,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,5%,5%,-
1010,silver,-,5%,-
1011,silver,5%,5%,-
1011,silver,5%,5%,-
1011,silver,-,5%,-
1011,silver,-,5%,-
1011,silver,10%,5%,-
1011,silver,10%,5%,-
1011,silver,5%,5%,-
1011,silver,5%,5%,-
1011,silver,5%,5%,-
1011,silver,-,5%,-
1011,silver,10%,5%,-
1011,silver,10%,5%,-
1011,silver,10%,5%,-
1011,silver,10%,5%,-
1011,silver,5%,5%,-
1011,silver,5%,5%,-
1011,silver,5%,5%,-
1011,silver,5%,5%,-
1011,silver,5%,5%,-
1011,silver,5%,5%,-
1011,silver,5%,5%,-
1011,silver,-,5%,-
1011,silver,10%,5%,-
1011,silver,10%,5%,-
1011,silver,10%,5%,-
1011,silver,5%,5%,-
1011,silver,5%,5%,-
1011,silver,5%,5%,-
1011,silver,-,5%,-
1011,silver,5%,5%,-
1011,silver,-,5%,-
1011,silver,5%,5%,-
1011,silver,10%,5%,-
1011,silver,5%,5%,-
1011,silver,5%,5%,-
1011,silver,-,5%,-
1011,silver,5%,5%,-
1011,silver,10%,5%,-
1011,silver,-,5%,-
1011,silver,10%,5%,-
1011,silver,-,5%,-
1011,silver,5%,5%,-
1011,silver,10%,5%,-
1011,silver,10%,5%,-
1011,silver,-,5%,-
1011,silver,-,5%,-
1011,silver,-,5%,-
1011,silver,-,5%,-
1011,silver,-,5%,-
1011,silver,-,5%,-
1011,silver,-,5%,-
1011,silver,5%,5%,-
1011,silver,15%,5%,-
1011,silver,5%,5%,-
1011,silver,10%,5%,-
1011,silver,10%,5%,-
1011,silver,15%,5%,-
1011,silver,10%,5%,-
1011,silver,5%,5%,-
1011,silver,10%,5%,-
1011,silver,5%,5%,-
1011,silver,5%,5%,-
1011,silver,10%,5%,-
1011,silver,10%,5%,-
1011,silver,10%,5%,-
1011,silver,5%,5%,-
1011,silver,10%,5%,-
1011,silver,15%,5%,-
1011,silver,5%,5%,-
1011,silver,10%,5%,-
1011,silver,10%,5%,-
1011,silver,5%,5%,-
1011,silver,5%,5%,-
1011,silver,10%,5%,-
1011,silver,10%,5%,-
1011,silver,10%,5%,-
1011,silver,15%,5%,-
1011,silver,10%,5%,-
1011,silver,5%,5%,-
1011,silver,5%,5%,-
1011,silver,5%,5%,-
1011,silver,10%,5%,-
1011,silver,5%,5%,-
1011,silver,15%,5%,-
1011,silver,10%,5%,-
1011,silver,10%,5%,-
1011,silver,10%,5%,-
1011,silver,10%,5%,-
1011,silver,-,5%,-
1011,silver,5%,5%,-
1011,silver,5%,5%,-
1011,silver,-,5%,-
1011,silver,10%,5%,-
1011,silver,-,5%,-
1011,silver,10%,5%,-
1011,silver,5%,5%,-
1011,silver,-,5%,-
1011,silver,10%,5%,-
1011,silver,5%,5%,-
1012,gold,10%,10%,-
1012,gold,-,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,15%,10%,-
1012,gold,10%,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,10%,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,-,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,10%,10%,-
1012,gold,15%,10%,-
1012,gold,5%,10%,-
1012,gold,10%,10%,-
1012,gold,10%,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,-,10%,-
1012,gold,10%,10%,-
1012,gold,-,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,10%,10%,-
1012,gold,15%,10%,-
1012,gold,-,10%,-
1012,gold,5%,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,15%,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,10%,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,10%,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,10%,10%,-
1012,gold,-,10%,-
1012,gold,-,10%,-
1012,gold,5%,10%,-
1012,gold,-,10%,-
1012,gold,5%,10%,-
1012,gold,-,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,-,10%,-
1012,gold,-,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,-,10%,-
1012,gold,5%,10%,-
1012,gold,-,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,10%,10%,-
1012,gold,5%,10%,-
1012,gold,-,10%,-
1012,gold,10%,10%,-
1012,gold,-,10%,-
1012,gold,-,10%,-
1012,gold,5%,10%,-
1012,gold,-,10%,-
1012,gold,-,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,5%,10%,-
1012,gold,-,10%,-
1012,gold,-,10%,-
1012,gold,5%,10%,-
1012,gold,-,10%,-
1012,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,10%,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,10%,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,15%,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,-,10%,-
1013,gold,5%,10%,-
1013,gold,10%,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,10%,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,10%,10%,-
1013,gold,10%,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,5%,10%,-
1013,gold,10%,10%,-
1013,gold,5%,10%,-
1013,gold,5%,10%,-
1013,gold,-,10%,-
1013,gold,5%,10%,-
